trial_id,stim_id,param_id,sample_n_mean,sample_n_std
2,40,0,17.9,17.582587079865483
15,12,0,31.7,47.594891366726806
19,12,0,21.7,20.118334136330784
8,39,0,37.35,44.24724195984007
6,27,0,28.4,30.229647350694787
9,7,0,26.95,39.60259826670069
8,35,0,33.0,32.63353135076025
10,25,0,48.4,59.76920523762083
12,26,0,38.35,38.01422863806878
1,18,0,35.75,42.80171541077838
14,47,0,27.2,21.64449607928805
2,37,0,21.05,19.802910471895153
11,15,0,37.6,50.86452594883786
3,2,0,28.95,28.365054482399177
7,16,0,35.25,44.654079792391464
6,47,0,34.85,47.728701505157474
18,41,0,31.9,29.53303235362058
14,40,0,33.2,35.18163396462781
6,43,0,14.1,15.960147737081689
15,23,0,35.25,45.66799524255126
11,4,0,18.85,22.077077895886777
3,14,0,29.95,32.043514821337304
18,30,0,19.35,17.646454840025307
10,28,0,20.6,20.053612353415346
7,19,0,32.35,34.66725286279014
0,41,0,36.75,51.2803183749046
6,37,0,24.5,24.968401082800217
4,41,0,33.4,41.3157291317025
7,11,0,27.5,40.06245124802025
15,9,0,31.65,28.375814386643835
0,30,0,29.05,36.77595753521013
16,30,0,26.55,36.422195373006744
15,19,0,20.25,25.141441988540713
16,27,0,20.15,23.131830427948593
14,36,0,24.65,24.07723318603566
6,34,0,38.05,42.01061895834383
17,19,0,42.25,68.84373992103994
15,6,0,39.4,54.97214605693744
7,19,0,34.3,40.16950925371395
11,18,0,22.15,25.263401862857076
1,21,0,33.15,32.40415015655281
1,12,0,39.7,45.074324585534335
8,43,0,25.75,26.32564289213486
14,45,0,38.3,54.73005524726264
7,12,0,16.95,14.66278856224329
16,43,0,27.1,33.59338907394852
16,40,0,30.9,38.0067860976653
19,7,0,41.65,51.76492919667563
7,8,0,32.15,35.38104607063832
8,31,0,27.5,33.445163288111196
14,26,0,20.15,30.683914867222324
1,16,0,50.75,46.777046777914045
10,32,0,21.85,33.11268639056638
4,26,0,21.3,15.13483260213792
7,16,0,56.95,72.01715804328562
